,English Name,Arabic Name,Column2,Column3
1071,Sir El-Gharbiyé,,Nabatiyeh,Nabatiyeh
1072,Toule,,Nabatiyeh,Nabatiyeh
1073,Yohmor,,Nabatiyeh,Nabatiyeh
1074,Zaoutar El-Charkiyé,,Nabatiyeh,Nabatiyeh
1075,Zaoutar El-Gharbiyé,,Nabatiyeh,Nabatiyeh
1076,Zebdine,,Nabatiyeh,Nabatiyeh
1077,Zefta,,Nabatiyeh,Nabatiyeh
1078,Abdilli,,Batroun,North
1079,Abrine,,Batroun,North
1080,Al-Boukaïa et Dahr Abi Yaghi,,Batroun,North
1081,Al-Hery,,Batroun,North
1082,Artiz,,Batroun,North
1083,Assia,,Batroun,North
1084,Basbina,,Batroun,North
1085,Batroune,,Batroun,North
1086,Bchaalé,,Batroun,North
1087,Bechtoudar-Aoura,,Batroun,North
1088,Beit Chlale,,Batroun,North
1089,Beit Ksab,,Batroun,North
1090,Bejdarfel,,Batroun,North
1091,Boksmaya,,Batroun,North
1092,Chabtine,,Batroun,North
1093,Chekka,,Batroun,North
1094,Chouma,,Batroun,North
1095,Dael,,Batroun,North
1096,Dar Bella,,Batroun,North
1097,Deir Kfifane,,Batroun,North
1098,Deir Mar Youhanna Douma,,Batroun,North
1099,Deir Mar Youssef Jrabta,,Batroun,North
1100,Deria,,Batroun,North
1101,Douk,,Batroun,North
1102,Douma,,Batroun,North
1103,Eddé,,Batroun,North
1104,Ejdabra,,Batroun,North
1105,El-Alaly,,Batroun,North
1106,El-Ftahat,,Batroun,North
1107,Hadtoune,,Batroun,North
1108,Hamat,,Batroun,North
1109,Harbouna,,Batroun,North
1110,Hardine,,Batroun,North
1111,Helta,,Batroun,North
1112,Jebla,,Batroun,North
1113,Jrabta,,Batroun,North
1114,Jrane,,Batroun,North
1115,Karnaoun,,Batroun,North
1116,Kfar Chleïman,,Batroun,North
1117,Kfar Halda,,Batroun,North
1118,Kfar Hatna,,Batroun,North
1119,Kfar Hay,,Batroun,North
1120,Kfar Heloss,,Batroun,North
1121,Kfar Obeida,,Batroun,North
1122,Kfifane,,Batroun,North
1123,Kfour El-Arabi,,Batroun,North
1124,Koubba,,Batroun,North
1125,Kour,,Batroun,North
1126,Mar Mama,,Batroun,North
1127,Masreh,,Batroun,North
1128,Mehemrech,,Batroun,North
1129,Mrah-El-Ziet,,Batroun,North
1130,Mrah Chdid,,Batroun,North
1131,Mrah el Hage,,Batroun,North
1132,Nahla,,Batroun,North
1133,Niha,,Batroun,North
1134,Racha,,Batroun,North
1135,Rachana,,Batroun,North
1136,Rachkida,,Batroun,North
1137,Ram,,Batroun,North
1138,Ras Nahache,,Batroun,North
1139,Salaata,,Batroun,North
1140,Sghar et Wata Sfarta,,Batroun,North
1141,Smar Jbeil,,Batroun,North
1142,Sourate,,Batroun,North
1143,Tannourine el Tahta,,Batroun,North
1144,Tannourine Foka,,Batroun,North
1145,Tehoum,,Batroun,North
1146,Toula,,Batroun,North
1147,Wata Houb,,Batroun,North
1148,Wejh-el-Hajar,,Batroun,North
1149,Zane,,Batroun,North
1150,Abdine,,Bcharre,North
1151,Bane,,Bcharre,North
1152,Bazoune,,Bcharre,North
1153,Bcharré,,Bcharre,North
1154,Beit Menzer,,Bcharre,North
1155,Berhalioun,,Bcharre,North
1156,Bikaa kafra,,Bcharre,North
1157,Billa,,Bcharre,North
1158,Bkarkacha,,Bcharre,North
1159,Blaouza,,Bcharre,North
1160,Brissat,,Bcharre,North
1161,El-Dimane,,Bcharre,North
1162,Hadchite,,Bcharre,North
1163,Hadeth-el-Jebbé,,Bcharre,North
1164,Hasroune,,Bcharre,North
1165,Knaiouer,,Bcharre,North
1166,Knate,,Bcharre,North
1167,Mazraet-Beni-Saab,,Bcharre,North
1168,Mazraet Assaf,,Bcharre,North
1169,Mchaa Ej Jobbé,,Bcharre,North
1170,Mugher-el-Ahwel,,Bcharre,North
1171,Tourza,,Bcharre,North
1172,Wadi-kannoubine,,Bcharre,North
1173,Aba,,Koura,North
1174,Afsdik,,Koura,North
1175,Aïn Akrine,,Koura,North
1176,Al-Boukaia,,Koura,North
1177,Al-Hraïché,,Koura,North
1178,Amioune,,Koura,North
1179,Badbhoun,,Koura,North
1180,Bargoune,,Koura,North
1181,Barsa,,Koura,North
1182,Bdebba,,Koura,North
1183,Bechmezzine,,Koura,North
1184,Bednayel,,Koura,North
1185,Beitroumine,,Koura,North
1186,Belmand,,Koura,North
1187,Bhabbouche,,Koura,North
1188,Bkeftine,,Koura,North
1189,Bnehrane,,Koura,North
1190,Bsarma,,Koura,North
1191,Btaaboura,,Koura,North
1192,Bterram,,Koura,North
1193,Btouratige,,Koura,North
1194,Bziza,,Koura,North
1195,Dar Bechtar,,Koura,North
1196,Dar Chmezzine,,Koura,North
1197,Déddé,,Koura,North
1198,Ejdabrine,,Koura,North
1199,En-Nakhlé,,Koura,North
1200,Enfeh,,Koura,North
1201,Fih,,Koura,North
1202,Kaftoune,,Koura,North
1203,Kefraya,,Koura,North
1204,Kelhate,,Koura,North
1205,Kfar Akka,,Koura,North
1206,Kfar Hatta,,Koura,North
1207,Kfar Hazir,,Koura,North
1208,Kfar Kahel,,Koura,North
1209,Kfar Saroun,,Koura,North
1210,Kousba,,Koura,North
1211,Majdel,,Koura,North
1212,Metrite,,Koura,North
1213,Ras Maska,,Koura,North
1214,Rechdebbine,,Koura,North
1215,Zakroune,,Koura,North
1216,Zghorta el-Métaoulé,,Koura,North
1217,Aassaymout,,Minieh-Danieh,North
1218,Aïn-El-Tiné,عين التينة,Minieh-Danieh,North
1219,Al-Beddaoui,,Minieh-Danieh,North
1220,Al-Minieh,,Minieh-Danieh,North
1221,Al-Sfiré,,Minieh-Danieh,North
1222,Assoun,,Minieh-Danieh,North
1223,Azka,,Minieh-Danieh,North
1224,Bakhoune,,Minieh-Danieh,North
1225,Bchnnata,,Minieh-Danieh,North
1226,Bechhara,,Minieh-Danieh,North
1227,Behweité,,Minieh-Danieh,North
1228,Beit-El-Faks,,Minieh-Danieh,North
1229,Beit Haouik,,Minieh-Danieh,North
1230,Beit Zaoud,,Minieh-Danieh,North
1231,Bkaa Safrine,,Minieh-Danieh,North
1232,Bkarsouna,,Minieh-Danieh,North
1233,Borge-El-Yahoudié,,Minieh-Danieh,North
1234,Btehline,,Minieh-Danieh,North
1235,Btermaz,,Minieh-Danieh,North
1236,Debaael,دبعال,Minieh-Danieh,North
1237,Deir Nebouh,,Minieh-Danieh,North
1238,Deir Omar,,Minieh-Danieh,North
1239,El-Hazmieh,,Minieh-Danieh,North
1240,El-Watié et Harf Siad,,Minieh-Danieh,North
1241,Haql el Aazimé,,Minieh-Danieh,North
1242,Hawara,,Minieh-Danieh,North
1243,Izal,,Minieh-Danieh,North
1244,Jarjoura,,Minieh-Danieh,North
1245,Jaroun,,Minieh-Danieh,North
1246,Kahf-El-Malloul,,Minieh-Danieh,North
1247,Karseita,,Minieh-Danieh,North
1248,Kattiné,,Minieh-Danieh,North
1249,Kfar Bibnine,,Minieh-Danieh,North
1250,Kfar Chlane,,Minieh-Danieh,North
1251,Kfar Habou,,Minieh-Danieh,North
1252,Kharnoub,,Minieh-Danieh,North
1253,litige,,Minieh-Danieh,North
1254,Markabta,,Minieh-Danieh,North
1255,Mazraat Ketrane,,Minieh-Danieh,North
1256,Mazraet-El-Kreine,,Minieh-Danieh,North
1257,Mazraet El-Krême,,Minieh-Danieh,North
1258,Mrabine,,Minieh-Danieh,North
1259,Mrah-El-Sfiré,,Minieh-Danieh,North
1260,Mrah-el-Sreige,,Minieh-Danieh,North
1261,Nabi Youcheaa,,Minieh-Danieh,North
1262,Nemrine et Bakoura,,Minieh-Danieh,North
1263,Omar,,Minieh-Danieh,North
1264,Qarhaiya,,Minieh-Danieh,North
1265,Qemmamine,,Minieh-Danieh,North
1266,Qraine,,Minieh-Danieh,North
1267,Sir,,Minieh-Danieh,North
1268,Tarane,,Minieh-Danieh,North
1269,Tourbol,,Minieh-Danieh,North
1270,Zaghrteghrine,,Minieh-Danieh,North
1271,Zouk Bhanine,,Minieh-Danieh,North
1272,Al-Kalmoune,,Tripoli,North
1273,Al-Mina Jardins,,Tripoli,North
1274,Al-Mina No1,,Tripoli,North
1275,Al-Mina No2,,Tripoli,North
1276,Al-Mina No3,,Tripoli,North
1277,Tripoli Al-Hadid,,Tripoli,North
1278,Tripoli Al-Kobbé,,Tripoli,North
1279,Tripoli Al-Mouhaitra,,Tripoli,North
1280,Tripoli Al-Nouri,,Tripoli,North
1281,Tripoli Al-Rmmanieh,,Tripoli,North
1282,Tripoli Al-Souéka,,Tripoli,North
1283,Tripoli Al-Tabbaneh,,Tripoli,North
1284,Tripoli Al-Tal,,Tripoli,North
1285,Tripoli Al-Zehrieh,,Tripoli,North
1286,Tripoli Al Haddadin,,Tripoli,North
1287,Tripoli Jardins,,Tripoli,North
1288,Tripoli Zeitoun,,Tripoli,North
1289,Aadoua,,Zgharta,North
1290,Acheiche,,Zgharta,North
1291,Aïntourine,,Zgharta,North
1292,Aïto,,Zgharta,North
1293,Al-Harik,,Zgharta,North
1294,Al-Jdeidé,,Zgharta,North
1295,Al-Khaldyé,,Zgharta,North
1296,Alma,,Zgharta,North
1297,Arbet Koshaya,,Zgharta,North
1298,Ardate,,Zgharta,North
1299,Ardé,,Zgharta,North
1300,Argesse,,Zgharta,North
1301,Asnoune,,Zgharta,North
1302,Basloukite,,Zgharta,North
1303,Bchenine,,Zgharta,North
1304,Benachée,,Zgharta,North
1305,Boucite,,Zgharta,North
1306,Bouhairet Toula,,Zgharta,North
1307,Bsebhil,,Zgharta,North
1308,Danhi,,Zgharta,North
1309,Daraya,,Zgharta,North
1310,Ehden,,Zgharta,North
1311,Ejbeh,,Zgharta,North
1312,El-Tellé,,Zgharta,North
1313,Halane,,Zgharta,North
1314,Iâl,,Zgharta,North
1315,Karabeiche,,Zgharta,North
1316,Karm Saddé,,Zgharta,North
1317,Kefraya,,Zgharta,North
1318,Kfar Chakna,,Zgharta,North
1319,Kfar Dalakoss,,Zgharta,North
1320,Kfar Haoura,,Zgharta,North
1321,Kfar hata,,Zgharta,North
1322,Kfar Yachite,,Zgharta,North
1323,Kfar Zeina,,Zgharta,North
1324,Kfarfou,,Zgharta,North
1325,Kfarsghab,,Zgharta,North
1326,Mazraat Ejbeh,,Zgharta,North
1327,Mazraat el Teffah,,Zgharta,North
1328,Mazraat Jneide,,Zgharta,North
1329,Mazraet Hreikess,,Zgharta,North
1330,Mejdlaya,,Zgharta,North
1331,Merh Kfarsghabe,,Zgharta,North
1332,Mériata,,Zgharta,North
1333,Miziara,,Zgharta,North
1334,n.a. (1),,Zgharta,North
1335,Rachehine,,Zgharta,North
1336,Raskifa,,Zgharta,North
1337,Sakhra,,Zgharta,North
1338,Sebhel,,Zgharta,North
1339,Serhel,,Zgharta,North
1340,Toula,,Zgharta,North
1341,Zghorta,,Zgharta,North
1342,Aïchiyé,,Jezzine,South
1343,Aïn el-Mir,,Jezzine,South
1344,Akmata,,Jezzine,South
1345,Anane,,Jezzine,South
1346,Aramté,,Jezzine,South
1347,Ariya,,Jezzine,South
1348,Arkoub (Mazraat),,Jezzine,South
1349,Azour,,Jezzine,South
1350,Baba,,Jezzine,South
1351,Baissour,,Jezzine,South
1352,Benwati,,Jezzine,South
1353,Bhanine,,Jezzine,South
1354,Bisri,,Jezzine,South
1355,Bkessine,,Jezzine,South
1356,Bouslaya,,Jezzine,South
1357,Bteddine El-Lekche,,Jezzine,South
1358,Chabil,,Jezzine,South
1359,Chawalik,,Jezzine,South
1360,Djezzine,,Jezzine,South
1361,El-Demachkiyeh,,Jezzine,South
1362,El-Ghabbatieh,,Jezzine,South
1363,El-Harf,,Jezzine,South
1364,El-Homsiyé,,Jezzine,South
1365,El-Jarmak,,Jezzine,South
1366,El-Kabeh,,Jezzine,South
1367,El-Louaizé,,Jezzine,South
1368,El-Mahmoudiyeh,,Jezzine,South
1369,El-Maknouniyé,,Jezzine,South
1370,El-Mharbiyé,,Jezzine,South
1371,El-Midan,,Jezzine,South
1372,El-Rahbane,,Jezzine,South
1373,El-Remmané,عين الرمانة,Jezzine,South
1374,El-Rihane,,Jezzine,South
1375,El-Wadié,,Jezzine,South
1376,El-Zeghrine,,Jezzine,South
1377,Haïdab,,Jezzine,South
1378,Haitoulé,,Jezzine,South
1379,Haïtoura,,Jezzine,South
1380,Hassaniyé,,Jezzine,South
1381,Jabal Toura,,Jezzine,South
1382,Jensnaya,,Jezzine,South
1383,Kafr-Falouce,,Jezzine,South
1384,Kafr-Jarra,,Jezzine,South
1385,Kaïtoulé,,Jezzine,South
1386,Karkha,,Jezzine,South
1387,Katrani,,Jezzine,South
1388,Kattine,,Jezzine,South
1389,Kefer-Houné,,Jezzine,South
1390,Khellet Khazen,,Jezzine,South
1391,Krouh,,Jezzine,South
1392,Lebaa,,Jezzine,South
1393,litige,,Jezzine,South
1394,Machmouché,,Jezzine,South
1395,Mazraat Dahr el-Deir,,Jezzine,South
1396,Mazraat Daraya,,Jezzine,South
1397,Mazraat el-Mathané,مزرعة المطحنة,Jezzine,South
1398,Mazraat El Ouazaaiyé,,Jezzine,South
1399,Mazraat Louzid (Louayziyé),,Jezzine,South
1400,Mjaïdel,,Jezzine,South
1401,Mlikh,,Jezzine,South
1402,Mrah-el-Hbasse,,Jezzine,South
1403,Rimate,,Jezzine,South
1404,Roum,,Jezzine,South
1405,Sabbah,,Jezzine,South
1406,Saïdoune,,Jezzine,South
1407,Sfarai,,Jezzine,South
1408,Sniyé,,Jezzine,South
1409,Soujoud,,Jezzine,South
1410,Srayri,,Jezzine,South
1411,Taïd,,Jezzine,South
1412,Tamra,,Jezzine,South
1413,Wadi Baankoudine,,Jezzine,South
1414,Wadi Djezzine,,Jezzine,South
1415,Wadi Laimoune,,Jezzine,South
1416,Zhalta,,Jezzine,South
1417,Jernaya,,Nabatiyeh,South
1418,Abra,,Saida,South
1419,Addoussiat,,Saida,South
1420,Adloun,,Saida,South
1421,Aïn-el-Dib,,Saida,South
1422,Aktanite,,Saida,South
1423,Ankoune,,Saida,South
1424,Ansariyé,,Saida,South
1425,Arab-el-Jal,,Saida,South
1426,Arab Soukar,,Saida,South
1427,Arab Tabbaya,,Saida,South
1428,Arké,,Saida,South
1429,Arzey,,Saida,South
1430,Babliyé,البابلية,Saida,South
1431,Berti,,Saida,South
1432,Bissariat,,Saida,South
1433,Bnaafoul,,Saida,South
1434,Bqosta,,Saida,South
1435,Bramiat,,Saida,South
1436,Daoudiyé,,Saida,South
1437,Darbessim,,Saida,South
1438,Deir Takla,الفياضية,Saida,South
1439,El-Hajjé,,Saida,South
1440,El-Husseiniyé,,Saida,South
1441,El-Kharayeb,,Saida,South
1442,El-Merwaniyé,,Saida,South
1443,El-Mhammariyé,,Saida,South
1444,El-Zrariyé,الزرارية,Saida,South
1445,El Hartiyé,,Saida,South
1446,Ghassaniyé,,Saida,South
1447,Ghazyat,,Saida,South
1448,Haret Saïda,,Saida,South
1449,Helaliat,,Saida,South
1450,Jaziré,,Saida,South
1451,Kaakiet El-Senaoubar,,Saida,South
1452,Kanarite,,Saida,South
1453,Kaoutarite El-Riz,,Saida,South
1454,Kaoutarite El-Siyad,,Saida,South
1455,Kefraya,,Saida,South
1456,Kfar-Bite,,Saida,South
1457,Kfar-Challal,,Saida,South
1458,Kfar Badda,,Saida,South
1459,Kfar Hatta,,Saida,South
1460,Kfar Melki,,Saida,South
1461,Khartoum,,Saida,South
1462,Khazize,,Saida,South
1463,Kherbet Bassal,,Saida,South
1464,Kherbet El-Douair,,Saida,South
1465,Krayé,,Saida,South
1466,Loubié,,Saida,South
1467,Maghdouché,,Saida,South
1468,Majdalioun,,Saida,South
1469,Matriet El-Choumar,,Saida,South
1470,Mazraat El-Wasta,,Saida,South
1471,Mazraat Jimjim,,Saida,South
1472,Mazraet Matarite Jebah,,Saida,South
1473,Miemié,,Saida,South
1474,Mohaidalé,,Saida,South
1475,Msaileh,,Saida,South
1476,Nadjariat,,Saida,South
1477,Saïda Dekerman,,Saida,South
1478,Saïda Ville,,Saida,South
1479,Saïda Wastani,,Saida,South
1480,Saksakiat,,Saida,South
1481,Salhiat,,Saida,South
1482,Samiate,,Saida,South
1483,Sarafend,,Saida,South
1484,Sari,,Saida,South
1485,Sfenté,,Saida,South
1486,Snaiber,,Saida,South
1487,Tanbourite,,Saida,South
1488,Teffehta,,Saida,South
1489,Tibna,,Saida,South
1490,Yahoudiat,,Saida,South
1491,Zaghdraya,,Saida,South
1492,Zeita,,Saida,South
1493,Aaiyé,,Sour,South
1494,Abbassyat,,Sour,South
1495,Abou Chech,,Sour,South
1496,Aïn Abou Abdallah,,Sour,South
1497,Aïn Baal,,Sour,South
1498,Aïtite,,Sour,South
1499,Alma Chaab,علما الشعب,Sour,South
1500,Arzoune,,Sour,South
1501,Bafliyé,,Sour,South
1502,Batouliyat,,Sour,South
1503,Bazouriat,,Sour,South
1504,Beiriche,,Sour,South
1505,Bestiace,,Sour,South
1506,Bidias,,Sour,South
1507,Bordje Rahhal,,Sour,South
1508,Borge El-Chémali,,Sour,South
1509,Boustane,,Sour,South
1510,Btaychiyé,,Sour,South
1511,Chameh,,Sour,South
1512,Chehour,,Sour,South
1513,Cheïetiyé,,Sour,South
1514,Chihine,,Sour,South
1515,Debhalé,,Sour,South
1516,Deir Amess,,Sour,South
1517,Deir Kanoun El-Nahr,,Sour,South
1518,Deir Kanoun Ras El Aïn,,Sour,South
1519,Deir Kifa,,Sour,South
1520,Derdaghaya,,Sour,South
1521,El-Biyad,,Sour,South
1522,El-Héloussiyé,,Sour,South
1523,El-Henniyé,الحنية,Sour,South
1524,El-Kleilé,,Sour,South
1525,El-Mansouri,,Sour,South
1526,El Jbine,,Sour,South
1527,Eskandaroun,,Sour,South
1528,Hamoul,,Sour,South
1529,Hanawé,,Sour,South
1530,Hmairé,,Sour,South
1531,Izzié,,Sour,South
1532,Jebel-El-Batm,,Sour,South
1533,Jejime,,Sour,South
1534,Jennata,,Sour,South
1535,Jouaya,,Sour,South
1536,Kana,,Sour,South
1537,Kneissé,,Sour,South
1538,Mâaraké,,Sour,South
1539,Mahaïlib,,Sour,South
1540,Mahroub,,Sour,South
1541,Majdalzoun,,Sour,South
1542,Marouhine,,Sour,South
1543,Mazraat Dhaira,,Sour,South
1544,Mazraat Ez-Zalloutieh,,Sour,South
1545,Mazraat Mechref,,Sour,South
1546,Mazraat Torsemhat,,Sour,South
1547,Mjadel,,Sour,South
1548,Nakoura,,Sour,South
1549,Neffahiyé,,Sour,South
1550,Niha,,Sour,South
1551,Ouadi Djilou,,Sour,South
1552,Rafid-el-Mernaba,,Sour,South
1553,Recheknaniyeh,,Sour,South
1554,Remadiyeh,,Sour,South
1555,Saddikine,,Sour,South
1556,Salha,,Sour,South
1557,Sour (Tyr),صور,Sour,South
1558,Srifa,,Sour,South
1559,Taïr-Dabba,,Sour,South
1560,Tair Harf,,Sour,South
1561,Tairzibna,,Sour,South
1562,Touaire,,Sour,South
1563,Toura,,Sour,South
1564,Trafelsiyé,,Sour,South
1565,Yanouh,,Sour,South
1566,Yarine,,Sour,South
1567,Zebkine,,Sour,South
