,Column1,Village Name,English Name,District Name,Mohafaza
1004,1004,الظهيرة,,صور,الجنوب
1005,1005,حارة جندل,Haret Jandal,الشوف,جبل لبنان
1006,1006,المالكية,,صور,الجنوب
1007,1007,الناقورة,,صور,الجنوب
1008,1008,باريش,,صور,الجنوب
1009,1009,حارة حمزه,Haret Hamzé,بعبدا,جبل لبنان
1010,1010,بثتيات,,صور,الجنوب
1011,1011,جبال البطم,,صور,الجنوب
1012,1012,جناته,,صور,الجنوب
1013,1013,حناويه,,صور,الجنوب
1014,1014,دبعال,Debaael,صور,الجنوب
1015,1015,دير قانون راس العين,Deir Kanoun Ras El Aïn,صور,الجنوب
1016,1016,سلعا,,صور,الجنوب
1017,1017,شبريحا,,صور,الجنوب
1018,1018,شمع,,صور,الجنوب
1019,1019,صور,Sour (Tyr),صور,الجنوب
1020,1020,صور حي الارثوذكس,,صور,الجنوب
1021,1021,صور حي الجامع,,صور,الجنوب
1022,1022,صور حي الجورة,,صور,الجنوب
1023,1023,صور حي الحسينية,,صور,الجنوب
1024,1024,صور حي الكاثوليك,,صور,الجنوب
1025,1025,صور حي المصاروي,,صور,الجنوب
1026,1026,صور حي المنارة,,صور,الجنوب
1027,1027,صور حي الموارنة,,صور,الجنوب
1028,1028,طير حرفا,,صور,الجنوب
1029,1029,طير دبا,Taïr-Dabba,صور,الجنوب
1030,1030,طير فلسيه,,صور,الجنوب
1031,1031,علما الشعب,Alma Chaab,صور,الجنوب
1032,1032,عين ابو عبدالله,,صور,الجنوب
1033,1033,عين الزرقا,,صور,الجنوب
1034,1034,قليله,,صور,الجنوب
1035,1035,محرونه,,صور,الجنوب
1036,1036,معركه,,صور,الجنوب
1037,1037,معروب,,صور,الجنوب
1038,1038,نفاخيه,,صور,الجنوب
1039,1039,حوش بردى,Haouche Barada,قضاءي بعلبك والهرمل,بعلبك والهرمل
1040,1040,وادي جيلو,,صور,الجنوب
1041,1041,حوش حالا,Haouche Hala,زحلة,البقاع
1042,1042,البساتين,,عاليه,جبل لبنان
1043,1043,التعزانية,,عاليه,جبل لبنان
1044,1044,حومين التحتا,Houmine El-Tahta,النبطية,النبطية
1045,1045,الرجمة,,عاليه,جبل لبنان
1046,1046,الشويفات حي الامراء,,عاليه,جبل لبنان
1047,1047,الشويفات حي العمروسية,,عاليه,جبل لبنان
1048,1048,الشويفات حي القبة,,عاليه,جبل لبنان
1049,1049,العزونية,EL-Azouniyeh,عاليه,جبل لبنان
1050,1050,القماطية,,عاليه,جبل لبنان
1051,1051,الكحالة,,عاليه,جبل لبنان
1052,1052,بحمدون,Bhamdoun (Village),عاليه,جبل لبنان
1053,1053,بحواره,,عاليه,جبل لبنان
1054,1054,بخشتيه,Bkhichtay,عاليه,جبل لبنان
1055,1055,بعورته,,عاليه,جبل لبنان
1056,1056,بمهريه,,عاليه,جبل لبنان
1057,1057,بوزريده,,عاليه,جبل لبنان
1058,1058,خربة بسري,Kherbet Bisri,الشوف,جبل لبنان
1059,1059,جسر القاضي,,عاليه,جبل لبنان
1060,1060,خربة روحا,Kherbet Rouha,قضاءي البقاع الغربي وراشيا,البقاع
1061,1061,خربة سلم,Kherbet Salem,بنت جبيل,النبطية
1062,1062,خربة شار,Kherbet Char,عكار,عكار
1063,1063,خربة قنافار,Kherbet Kanafar,قضاءي البقاع الغربي وراشيا,البقاع
1064,1064,دير قوبل,Deir-Koubel,عاليه,جبل لبنان
1065,1065,سوق الغرب,Souk-El-Gharb,عاليه,جبل لبنان
1066,1066,شانيه,,عاليه,جبل لبنان
1067,1067,صوفر,,عاليه,جبل لبنان
1068,1068,عاليه شمالي,,عاليه,جبل لبنان
1069,1069,عاليه غربي,,عاليه,جبل لبنان
1070,1070,دار شمزين,Dar Chmezzine,الكورة,الشمال
1071,1071,عاليه قبلي,,عاليه,جبل لبنان
1072,1072,عاليه وسطاني,,عاليه,جبل لبنان
1073,1073,عبيه,Abey,عاليه,جبل لبنان
1074,1074,عين الجديدة,,عاليه,جبل لبنان
1075,1075,عين الرمانة,El-Remmané,عاليه,جبل لبنان
1076,1076,عين السيدة,,عاليه,جبل لبنان
1077,1077,عين الفريديس,,عاليه,جبل لبنان
1078,1078,دوير الرمان,Douair El-Roummane,عاليه,جبل لبنان
1079,1079,دوير عدويه,Douair Adouiyé,عكار,عكار
1080,1080,دير الاحمر,Dair El-Ahmar,قضاءي بعلبك والهرمل,بعلبك والهرمل
1081,1081,دير الحرف,Deir El-Harf,بعبدا,جبل لبنان
1082,1082,دير الزهراني,Deir El-Zehrani,النبطية,النبطية
1083,1083,عين المرج,,عاليه,جبل لبنان
1084,1084,عين داره,,عاليه,جبل لبنان
1085,1085,عين عنوب,Aïn-Enoub,عاليه,جبل لبنان
1086,1086,دير القمر,Deir El-Kamar,الشوف,جبل لبنان
1087,1087,كفر عميه,,عاليه,جبل لبنان
1088,1088,دير بابا,Deir Baba,الشوف,جبل لبنان
1089,1089,كفرمتى,,عاليه,جبل لبنان
1090,1090,محطة بحمدون,,عاليه,جبل لبنان
1091,1091,دير خونا,Deir Khouna,بعبدا,جبل لبنان
1092,1092,البساتين,,عكار,عكار
1093,1093,البقيعة,,عكار,عكار
1094,1094,دير سريان,Deir Sériane,قضاءي مرجعيون وحاصبيا,النبطية
1095,1095,دير شمرا,Deir Chamra,المتن,جبل لبنان
1096,1096,دير عامص,Deir Amess,صور,الجنوب
1097,1097,دير عمار,Deir Omar,المنية,الشمال
1098,1098,دير قانون النهر,Deir Kanoun El-Nahr,صور,الجنوب
1099,1099,الحميره,,عكار,عكار
1100,1100,الحويش,,عكار,عكار
1101,1101,دير كوشه,Deir Couché,الشوف,جبل لبنان
1102,1102,دير كيفا,Deir Kifa,صور,الجنوب
1103,1103,الحيصه,,عكار,عكار
1104,1104,دير ميماس,Deir Mimas,قضاءي مرجعيون وحاصبيا,النبطية
1105,1105,دير نبوح,Deir Nebouh,الضنية,الشمال
1106,1106,ديك المحدي,Dik El-Mehdi,المتن,جبل لبنان
1107,1107,الدبابيه,,عكار,عكار
1108,1108,الدوره,,عكار,عكار
1109,1109,الدوسه,,عكار,عكار
1110,1110,الريحانيه,,عكار,عكار
1111,1111,الزواريب,,عكار,عكار
1112,1112,السماقية,,عكار,عكار
1113,1113,راس نحاش,Ras Nahache,البترون,الشمال
1114,1114,السمونيه,,عكار,عكار
1115,1115,السنديانة,,عكار,عكار
1116,1116,راشيا الفخار,Rachaya El-Fokhar,قضاءي مرجعيون وحاصبيا,النبطية
1117,1117,السهلة,,عكار,عكار
1118,1118,السويسه,,عكار,عكار
1119,1119,الشقدوف,,عكار,عكار
1120,1120,راميه,Ramié,بنت جبيل,النبطية
1121,1121,الشيخ زناد,,عكار,عكار
1122,1122,الشيخ طابا,,عكار,عكار
1123,1123,الشيخ عياش,,عكار,عكار
1124,1124,الشيخ محمد,,عكار,عكار
1125,1125,العريضه,,عكار,عكار
1126,1126,العماير,,عكار,عكار
1127,1127,رويسة النعمان,Roueissat El-Naaman,عاليه,جبل لبنان
1128,1128,العوادة,,عكار,عكار
1129,1129,زان,Zane,البترون,الشمال
1130,1130,زبدين,Zebdine,النبطية,النبطية
1131,1131,زبدين,Zebdine,جبيل,جبل لبنان
1132,1132,زبقين,Zebkine,صور,الجنوب
1133,1133,زبود,Zaboud,قضاءي بعلبك والهرمل,بعلبك والهرمل
1134,1134,زبوغا,Zabbougha,المتن,جبل لبنان
1135,1135,العوينات,,عكار,عكار
1136,1136,الفرض,,عكار,عكار
1137,1137,القبيات الذوق,,عكار,عكار
1138,1138,القبيات الضهر,,عكار,عكار
1139,1139,القبيات الغربية,,عكار,عكار
1140,1140,القبيات القطلبه,,عكار,عكار
1141,1141,القبيات غوايا,,عكار,عكار
1142,1142,القبيات مرتموره,,عكار,عكار
1143,1143,القرنة,,عكار,عكار
1144,1144,القنطره,,عكار,عكار
1145,1145,الكنيسة,,عكار,عكار
1146,1146,الكواشره,,عكار,عكار
1147,1147,المسعوديه,,عكار,عكار
1148,1148,المقيبله,,عكار,عكار
1149,1149,المقيطع,,عكار,عكار
1150,1150,المونسة,,عكار,عكار
1151,1151,النفيسه,,عكار,عكار
1152,1152,زرعون,Zaraoune,المتن,جبل لبنان
1153,1153,النهرية وبستان الحرش,,عكار,عكار
1154,1154,زغدرايا,Zaghdraya,قرى صيدا,الجنوب
1155,1155,النورة,,عكار,عكار
1156,1156,الهيشة,,عكار,عكار
1157,1157,برباره,,عكار,عكار
1158,1158,برج العرب,,عكار,عكار
1159,1159,بني صخر,,عكار,عكار
1160,1160,بيت الحاج,,عكار,عكار
1161,1161,زغرتغرين,Zaghrteghrine,الضنية,الشمال
1162,1162,زفتا,Zefta,النبطية,النبطية
1163,1163,زقاق البلاط,Zoukak el-Blatt,بيروت الثانية,بيروت
1164,1164,زكرون,Zakroune,الكورة,الشمال
1165,1165,زكريت,Zacrite,المتن,جبل لبنان
1166,1166,زلايا,Zellaya,قضاءي البقاع الغربي وراشيا,البقاع
1167,1167,بيت الحوش,Beit-El-Haouche,عكار,عكار
1168,1168,بيت ايوب,,عكار,عكار
1169,1169,بيت غطاس,Beit-Ghattas,عكار,عكار
1170,1170,تاشع,,عكار,عكار
1171,1171,تل عباس شرقي,,عكار,عكار
1172,1172,تل عباس غربي,,عكار,عكار
1173,1173,تل معيان,,عكار,عكار
1174,1174,تلبيبة,,عكار,عكار
1175,1175,زوق مصبح,Zouk Mousbeh,كسروان,جبل لبنان
1176,1176,تلبيره,Tal Biré,عكار,عكار
1177,1177,زيتا,Zeita,قرى صيدا,الجنوب
1178,1178,زيتون,Zeitoune,كسروان,جبل لبنان
1179,1179,تلحميره,,عكار,عكار
1180,1180,تله وشطاحه,,عكار,عكار
1181,1181,جبل المنصورة,,عكار,عكار
1182,1182,جديدة القيطع,,عكار,عكار
1183,1183,جرمنايا,,عكار,عكار
1184,1184,حكر الشيخ طابا,,عكار,عكار
1185,1185,حكر الضاهري,Hekr el Dahiri,عكار,عكار
1186,1186,حوشب,,عكار,عكار
1187,1187,خربة الجرد,,عكار,عكار
1188,1188,خربة داوود,,عكار,عكار
1189,1189,خريبة الجندي,,عكار,عكار
1190,1190,خط البترول,,عكار,عكار
1191,1191,دارين,,عكار,عكار
1192,1192,دير جنين,Deir-Janine,عكار,عكار
1193,1193,دير دلوم,Deir-Daloum,عكار,عكار
1194,1194,سفينة الدريب,Sfeinite El-Dreibe,عكار,عكار
1195,1195,رجم عيسى,,عكار,عكار
1196,1196,زوق الحبالصه,,عكار,عكار
1197,1197,زوق الحصينه,,عكار,عكار
1198,1198,زوق المقشرين,Zouk el Moukachérine,عكار,عكار
1199,1199,سمار جبيل,Smar Jbeil,البترون,الشمال
1200,1200,زوق حداره,,عكار,عكار
1201,1201,سفينة القيطع,,عكار,عكار
1202,1202,شدره,,عكار,عكار
1203,1203,ضهر القنبر,,عكار,عكار
1204,1204,ضهر ليسينه,,عكار,عكار
1205,1205,عبودية,,عكار,عكار
1206,1206,عكار العتيقه,,عكار,عكار
1207,1207,عماره,,عكار,عكار
1208,1208,عيات,,عكار,عكار
1209,1209,عيدمون,,عكار,عكار
1210,1210,عين الذهب,,عكار,عكار
1211,1211,عين يعقوب,Aïn-Yacoub,عكار,عكار
1212,1212,عيون الغزلان,Eyoune-El-Ghouzlane,عكار,عكار
1213,1213,غزيله,,عكار,عكار
1214,1214,قليعات,,عكار,عكار
1215,1215,قنية,,عكار,عكار
1216,1216,كرم زبدين,,عكار,عكار
1217,1217,كرم عصفور,,عكار,عكار
1218,1218,كفر حره,,عكار,عكار
1219,1219,كوشا,,عكار,عكار
1220,1220,مراح الخوخ,,عكار,عكار
1221,1221,مشيلحة حاكوره,,عكار,عكار
1222,1222,ممنع,,عكار,عكار
1223,1223,منياره,,عكار,عكار
1224,1224,وادي الجاموس,,عكار,عكار
1225,1225,وادي خالد,,عكار,عكار
1226,1226,البابلية,Babliyé,قرى صيدا,الجنوب
1227,1227,البرامية,,قرى صيدا,الجنوب
1228,1228,البيسارية,,قرى صيدا,الجنوب
1229,1229,الحارة,,قرى صيدا,الجنوب
1230,1230,الحجة,,قرى صيدا,الجنوب
1231,1231,الزرارية,El-Zrariyé,قرى صيدا,الجنوب
1232,1232,السكسكية,,قرى صيدا,الجنوب
1233,1233,الصالحية,,قرى صيدا,الجنوب
1234,1234,الصرفند,,قرى صيدا,الجنوب
1235,1235,الغازية,,قرى صيدا,الجنوب
1236,1236,القرية,,قرى صيدا,الجنوب
1237,1237,القنيطرة,,قرى صيدا,الجنوب
1238,1238,اللوبيه,,قرى صيدا,الجنوب
1239,1239,المروانية,,قرى صيدا,الجنوب
1240,1240,المعمرية,,قرى صيدا,الجنوب
1241,1241,المية ومية,,قرى صيدا,الجنوب
1242,1242,النجارية,,قرى صيدا,الجنوب
1243,1243,الهلالية,,قرى صيدا,الجنوب
1244,1244,بقسطه,,قرى صيدا,الجنوب
1245,1245,جنجلايا,,قرى صيدا,الجنوب
1246,1246,درب السيم,,قرى صيدا,الجنوب
1247,1247,عدوسية,,قرى صيدا,الجنوب
1248,1248,عرب الجل,Arab-el-Jal,قرى صيدا,الجنوب
1249,1249,غسانية,,قرى صيدا,الجنوب
1250,1250,قعقعية الصنوبر,,قرى صيدا,الجنوب
1251,1251,كفرحتى,,قرى صيدا,الجنوب
1252,1252,كفرملكي,,قرى صيدا,الجنوب
1253,1253,كوثرية السياد,,قرى صيدا,الجنوب
1254,1254,مزرعة طبايا,,قرى صيدا,الجنوب
1255,1255,الخياره,,قضاءي البقاع الغربي وراشيا,البقاع
1256,1256,الدكوه,,قضاءي البقاع الغربي وراشيا,البقاع
1257,1257,الروضة,,قضاءي البقاع الغربي وراشيا,البقاع
1258,1258,السلطان يعقوب التحتا,,قضاءي البقاع الغربي وراشيا,البقاع
1259,1259,السلطان يعقوب الفوقا,,قضاءي البقاع الغربي وراشيا,البقاع
1260,1260,الشبرقية,,قضاءي البقاع الغربي وراشيا,البقاع
1261,1261,ضهر الاحمر,Dahr El-Ahmar,قضاءي البقاع الغربي وراشيا,البقاع
1262,1262,العقبة,,قضاءي البقاع الغربي وراشيا,البقاع
1263,1263,المنارة,,قضاءي البقاع الغربي وراشيا,البقاع
1264,1264,المنصوره,,قضاءي البقاع الغربي وراشيا,البقاع
1265,1265,ضهر المغارة,Dahr El-Mghara,الشوف,جبل لبنان
1266,1266,باب مارع,,قضاءي البقاع الغربي وراشيا,البقاع
1267,1267,تنوره,,قضاءي البقاع الغربي وراشيا,البقاع
1268,1268,طاران,Tarane,الضنية,الشمال
1269,1269,حلوه,,قضاءي البقاع الغربي وراشيا,البقاع
1270,1270,حوش الحريمه,Haouche-el-Harimé,قضاءي البقاع الغربي وراشيا,البقاع
1271,1271,طفيل,Tfeil,قضاءي بعلبك والهرمل,بعلبك والهرمل
1272,1272,دير العشائر,,قضاءي البقاع الغربي وراشيا,البقاع
1273,1273,طورا,Toura,صور,الجنوب
1274,1274,طورزا,Tourza,بشري,الشمال
1275,1275,طورزيا,Torzaya,جبيل,جبل لبنان
1276,1276,راشيا حي الفوقا,,قضاءي البقاع الغربي وراشيا,البقاع
1277,1277,راشيا حي الكواسبه,,قضاءي البقاع الغربي وراشيا,البقاع
1278,1278,راشيا حي الميدان,,قضاءي البقاع الغربي وراشيا,البقاع
1279,1279,عابا,Aba,الكورة,الشمال
1280,1280,عاراي,Araya,جزين,الجنوب
1281,1281,سلساتا,,قضاءي البقاع الغربي وراشيا,البقاع
1282,1282,عيحا,,قضاءي البقاع الغربي وراشيا,البقاع
1283,1283,عين التينه,,قضاءي البقاع الغربي وراشيا,البقاع
1284,1284,عين حرشا,,قضاءي البقاع الغربي وراشيا,البقاع
1285,1285,عين زبده,Aïn-Zebdé,قضاءي البقاع الغربي وراشيا,البقاع
1286,1286,كامد اللوز,Kamed-el-Lauze,قضاءي البقاع الغربي وراشيا,البقاع
1287,1287,كفردنيس,,قضاءي البقاع الغربي وراشيا,البقاع
1288,1288,كفرقوق,,قضاءي البقاع الغربي وراشيا,البقاع
1289,1289,كفرمشكي,,قضاءي البقاع الغربي وراشيا,البقاع
1290,1290,عرب صاليم,Arab Salim,النبطية,النبطية
1291,1291,مجدل بلهيص,,قضاءي البقاع الغربي وراشيا,البقاع
1292,1292,محيدثه,,قضاءي البقاع الغربي وراشيا,البقاع
1293,1293,مشغره التحتا,,قضاءي البقاع الغربي وراشيا,البقاع
1294,1294,مشغره الفوقا,,قضاءي البقاع الغربي وراشيا,البقاع
1295,1295,الانصار,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1296,1296,البرانيه حي المسيحيين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1297,1297,البرباره محلة المسيحيين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1298,1298,البستان,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1299,1299,البويضة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1300,1300,البويضة الحي الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1301,1301,البويضة الشمالية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1302,1302,التوفيقيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1303,1303,عمار البيكات,Omar el-Beikate,عكار,عكار
1304,1304,الجوبانية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1305,1305,الحدث الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1306,1306,الحدث الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1307,1307,الحريقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1308,1308,الحلانيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1309,1309,الخريبه حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1310,1310,الخضر الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1311,1311,الخضر الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1312,1312,عيتا الفخار,Aïta El-Fokhar,قضاءي البقاع الغربي وراشيا,البقاع
1313,1313,الخضر حي الاشعل,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1314,1314,الخضر حي الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1315,1315,الخضر حي الشعب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1316,1316,الريش حي الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1317,1317,الريش حي الشميس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1318,1318,الريش حي الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1319,1319,الزرازير,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1320,1320,الزويتيني,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1321,1321,السعيده,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1322,1322,السويسة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1323,1323,الشربين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1324,1324,الشواغير التحتا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1325,1325,عين الحلزون,Aïn El-Halzoune,عاليه,جبل لبنان
1326,1326,الشواغير الفوقا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1327,1327,الصوانية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1328,1328,عين الدلب,Aïn El-Delbé,قرى صيدا,الجنوب
1329,1329,العقيدية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1330,1330,العلاق,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1331,1331,الفاكهة حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1332,1332,الفاكهة حي مار جرجس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1333,1333,القاع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1334,1334,عين الريحانه,Aïn El-Rihané,كسروان,جبل لبنان
1335,1335,القدام,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1336,1336,عين الزيت,Aïn El-Zeit,عكار,عكار
1337,1337,عين الزيتونه,Aïn -El-Zeitouné,المتن,جبل لبنان
1338,1338,القرينة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1339,1339,القصر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1340,1340,الكواخ,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1341,1341,المعاصر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1342,1342,النبي رشاده,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1343,1343,النبي سباط,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1344,1344,النبي شيت حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1345,1345,النبي شيت حي الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1346,1346,النبي شيت حي الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1347,1347,عين المير,Aïn el-Mir,جزين,الجنوب
1348,1348,عين بعال,Aïn Baal,صور,الجنوب
1349,1349,عين بورضاي,Aïn Bourday,قضاءي بعلبك والهرمل,بعلبك والهرمل
1350,1350,النبي شيت حي الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1351,1351,عين تراز,Aïn Traz,عاليه,جبل لبنان
1352,1352,عين تنتا,Aïn Tanta,عكار,عكار
1353,1353,عين جرفا,Aïn Jarfa,قضاءي مرجعيون وحاصبيا,النبطية
1354,1354,النبي شيت حي العريض,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1355,1355,النبي شيت حي العقبة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1356,1356,النبي شيت حي الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1357,1357,عين درافيل,Aïn Drafile,عاليه,جبل لبنان
1358,1358,النبي شيت حي طبشار,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1359,1359,عين زحلتا,Aïn Zhalta,الشوف,جبل لبنان
1360,1360,النبي نعام,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1361,1361,عين عار,Aïn Aar,المتن,جبل لبنان
1362,1362,عين عرب,Ain Aarab,قضاءي البقاع الغربي وراشيا,البقاع
1363,1363,عين عرب,Ain Aarab,قضاءي مرجعيون وحاصبيا,النبطية
1364,1364,عين عطا,Aïn Aata,قضاءي البقاع الغربي وراشيا,البقاع
1365,1365,عين عكرين,Aïn Akrine,الكورة,الشمال
1366,1366,النقرة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1367,1367,الهرمل حي الحارة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1368,1368,الهرمل حي الوقف,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1369,1369,عين قني,Aïn Kéni,الشوف,جبل لبنان
1370,1370,عين قنيا,Aïn Kinia,قضاءي مرجعيون وحاصبيا,النبطية
1371,1371,عين كسور,Aïn Ksour,عاليه,جبل لبنان
1372,1372,الهرمل حي بديتا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1373,1373,اليمونه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1374,1374,ايعات,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1375,1375,عين موفق,Aïn Mouaffak,بعبدا,جبل لبنان
1376,1376,بتدعي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1377,1377,برقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1378,1378,عينبال,Aïn-Ebel,الشوف,جبل لبنان
1379,1379,بريتال اليونسية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1380,1380,بريتال حي التين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1381,1381,بريتال شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1382,1382,بريتال شميس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1383,1383,بريتال شميس غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1384,1384,بريتال عين البنيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1385,1385,بريتال عين الجوز,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1386,1386,بريتال غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1387,1387,بريصا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1388,1388,بيت ابو صليبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1389,1389,بيت مشيك,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1390,1390,تمنين الفوقا,Tamnine-el-Fauqa,قضاءي بعلبك والهرمل,بعلبك والهرمل
1391,1391,جبعا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1392,1392,جبوله,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1393,1393,جوار الحشيش,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1394,1394,حور تعلا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1395,1395,حور تعلا حي الشعب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1396,1396,حور تعلا حي الوادي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1397,1397,حور تعلا حي حقل العرجة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1398,1398,قبة بشمرا,Kobbet Bchamra,عكار,عكار
1399,1399,حوش الذهب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1400,1400,حوش الرافقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1401,1401,حوش السيد علي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1402,1402,حوش النبي,Haouch el Nabi,قضاءي بعلبك والهرمل,بعلبك والهرمل
1403,1403,حوش تل صفيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1404,1404,حوش سنيد,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1405,1405,قرنة شهوان,Kornet Chahouane,المتن,جبل لبنان
1406,1406,حي الزهراء,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1407,1407,حي الست,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1408,1408,حي الصلح,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1409,1409,حي العباسية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1410,1410,حي عز الدين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1411,1411,دار الواسعة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1412,1412,دورس حي البير,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1413,1413,دورس حي السيدة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1414,1414,قلود الباقية,Kloud El-Bakia,عكار,عكار
1415,1415,دورس حي الشحاديه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1416,1416,راس بعلبك,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1417,1417,قنابة برمانا,Kanabet Broummana,المتن,جبل لبنان
1418,1418,قنابة صليما,Kannabet Salima,المتن,جبل لبنان
1419,1419,رماسا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1420,1420,سرعين التحتا,Serraaine El Tahta,قضاءي بعلبك والهرمل,بعلبك والهرمل
1421,1421,سرعين الفوقا حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1422,1422,سرعين الفوقا حي الحارة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1423,1423,سرعين الفوقا شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1424,1424,سرعين الفوقا غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1425,1425,سهلات الماء,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1426,1426,شعت حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1427,1427,شعت حي الضهر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1428,1428,شمسطار الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1429,1429,كرم سده,Karm Saddé,زغرتا,الشمال
